# Supplementary Table 3. Transcription units (TU) defined by SEnd-seq. TUs were defined based on E. coli genome NC_000913.3 and the TSS and TTS detected in this work. The genes covered by each TU are listed.,,,,,
start,stop,strand,length,genes_number,genes_names
2564867,2565387,+,521,1,yffS
2572122,2572846,-,725,2,eutM:eutD
2576050,2578531,-,2482,1,maeB
2578589,2581778,+,3190,2,talA:tktB
2576050,2578793,-,2744,1,maeB
2576050,2578917,-,2868,1,maeB
2585567,2590748,+,5182,2,narQ:acrD
2583474,2585567,-,2094,2,nudK:aegA
2590125,2590748,+,624,1,acrD
2590251,2590748,+,498,1,acrD
2590712,2590971,-,260,1,ypfM
2590712,2591050,-,339,1,ypfM
2591131,2593061,+,1931,3,ypfN:yffB:dapE
2591151,2593061,+,1911,3,ypfN:dapE:yffB
2591166,2593061,+,1896,3,yffB:dapE:ypfN
2591560,2593061,+,1502,3,ypfN:yffB:dapE
2592512,2593061,+,550,2,ypfN:dapE
2592548,2593061,+,514,2,ypfN:dapE
2592977,2593789,-,813,1,ypfH
2592977,2593968,-,992,2,ypfH:tmcA
2592977,2594383,-,1407,2,tmcA:ypfH
2592977,2596784,-,3808,3,ypfH:tmcA:ypfJ
2596859,2599784,-,2926,3,purC:dapA:bamC
2597797,2599784,-,1988,2,bamC:dapA
2599806,2600994,+,1189,2,gcvR:bcp
2599878,2600994,+,1117,2,bcp:gcvR
2597797,2599886,-,2090,2,dapA:bamC
2597797,2599916,-,2120,2,dapA:bamC
2600436,2600994,+,559,2,gcvR:bcp
2615819,2618003,+,2185,2,bepA:yfgD
2614781,2615916,-,1136,1,yfgO
2615985,2618003,+,2019,2,bepA:yfgD
2616025,2618003,+,1979,2,yfgD:bepA
2617962,2618805,-,844,1,hda
2617962,2620909,-,2948,3,uraA:hda:upp
2618835,2620909,-,2075,2,upp:uraA
2620201,2620909,-,709,1,upp
2621152,2622916,+,1765,2,purN:purM
2622200,2622916,+,717,2,purN:purM
2622977,2626695,+,3719,2,ppk:ppx
2623007,2626695,+,3689,2,ppk:ppx
2625830,2626695,+,866,1,ppx
2629251,2629573,+,323,1,yfgG
2630320,2630935,+,616,1,yfgI
2630902,2632715,-,1814,2,guaA:guaB
2630902,2634105,-,3204,2,guaA:guaB
2637421,2637852,-,432,1,bamB
2635531,2637852,-,2322,3,der:bamB:yfgJ
2635531,2638975,-,3445,4,yfgJ:yfgM:bamB:der
2637421,2638975,-,1555,2,bamB:yfgM
2637421,2639626,-,2206,3,yfgM:bamB:hisS
2635531,2640641,-,5111,5,hisS:der:bamB:yfgM:yfgJ
2637421,2640641,-,3221,3,hisS:yfgM:bamB
2640598,2642925,-,2328,2,ispG:rodZ
2637421,2642925,-,5505,5,yfgM:bamB:ispG:hisS:rodZ
2640598,2642932,-,2335,2,ispG:rodZ
2637421,2642932,-,5512,5,ispG:hisS:rodZ:yfgM:bamB
2637421,2643004,-,5584,5,rodZ:hisS:ispG:bamB:yfgM
2640598,2643004,-,2407,2,rodZ:ispG
2643084,2644913,-,1830,2,rlmN:ndk
2644336,2644913,-,578,1,ndk
2644336,2644949,-,614,1,ndk
2644336,2645634,-,1299,2,ndk:pbpC
2644336,2646407,-,2072,2,ndk:pbpC
2647268,2648165,-,898,2,yfhM:pbpC
2644336,2648165,-,3830,3,pbpC:ndk:yfhM
2647268,2650392,-,3125,2,pbpC:yfhM
2647268,2652325,-,5058,2,pbpC:yfhM
2652374,2653385,+,1012,1,sseA
2652386,2653385,+,1000,1,sseA
2652467,2653385,+,919,1,sseA
2653353,2653776,-,424,0,none
2653836,2654157,+,322,1,ryfA
2653856,2654157,+,302,1,ryfA
2656376,2656727,-,352,1,iscX
2656376,2656764,-,389,2,fdx:iscX
2654130,2658991,-,4862,6,fdx:iscX:hscB:sseB:hscA:pepB
2656376,2658991,-,2616,4,iscX:fdx:hscB:hscA
2659514,2660124,-,611,2,iscU:iscA
2656376,2660124,-,3749,6,iscA:hscA:iscX:fdx:hscB:iscU
2656376,2660997,-,4622,7,fdx:iscX:hscB:iscU:hscA:iscA:iscS
2659514,2660997,-,1484,3,iscU:iscA:iscS
2656376,2662199,-,5824,8,iscS:iscR:iscA:hscA:iscU:hscB:iscX:fdx
2659514,2662199,-,2686,4,iscU:iscA:iscR:iscS
2659514,2663347,-,3834,5,iscS:iscR:iscA:iscU:trmJ
2663405,2664279,+,875,1,suhB
2666492,2667864,-,1373,1,hcaT
2666492,2668967,-,2476,3,hcaR:hcaT:iroK
2673036,2673811,+,776,2,yphA:hcaD
2673320,2673811,+,492,1,yphA
2684070,2685571,-,1502,1,glyA
2685796,2687088,+,1293,1,hmp
2687027,2687441,-,415,1,glnB
2687027,2687503,-,477,2,glrR:glnB
2687027,2687643,-,617,2,glnB:glrR
2687027,2689933,-,2907,4,glnB:glrK:yfhG:glrR
2687027,2690054,-,3028,4,yfhG:glrR:glnB:glrK
2687027,2690138,-,3112,4,yfhG:glrR:glnB:glrK
2690540,2691187,+,648,0,none
2690731,2691187,+,457,0,none
2687027,2691123,-,4097,4,yfhG:glrR:glnB:glrK
2691571,2692097,-,527,1,purL
2691571,2692108,-,538,1,purL
2691571,2695589,-,4019,1,purL
2698706,2700102,+,1397,2,yfhL:yfhH
2699632,2700102,+,471,1,yfhL
2700060,2700376,-,317,1,shoB
2700555,2701812,-,1258,3,acpS:pdxJ:recO
2704285,2707209,-,2925,2,lepA:lepB
2704285,2709632,-,5348,6,rseA:lepB:rseC:rseB:rpoE:lepA
2707305,2709632,-,2328,4,rpoE:rseB:rseC:rseA
2707305,2710165,-,2861,4,rpoE:rseB:rseC:rseA
2704285,2710165,-,5881,6,lepA:rpoE:rseB:rseA:rseC:lepB
2707305,2710230,-,2926,4,rseA:rseC:rseB:rpoE
2704285,2710230,-,5946,6,rseA:rseC:lepB:rseB:rpoE:lepA
2715597,2716049,+,453,1,eamB
2715677,2716049,+,373,1,eamB
2716014,2716521,-,508,1,grcA
2716014,2716633,-,620,1,grcA
2716729,2717488,+,760,1,ung
2717452,2718554,-,1103,1,yfiF
2717452,2718660,-,1209,1,yfiF
2718674,2719186,+,513,1,trxC
2718674,2724111,+,5438,4,yfiP:trxC:pssA:pka
2718674,2724468,+,5795,5,yfiP:pssA:pka:trxC:yfiM
2717452,2718965,-,1514,1,yfiF
2719930,2724111,+,4182,2,pka:pssA
2719930,2724468,+,4539,3,pka:pssA:yfiM
2722116,2724111,+,1996,2,pka:pssA
2722116,2724468,+,2353,3,pka:pssA:yfiM
2722286,2724111,+,1826,2,pssA:pka
2722286,2724468,+,2183,3,pka:pssA:yfiM
2722668,2724111,+,1444,1,pssA
2722668,2724468,+,1801,2,yfiM:pssA
2724342,2725811,-,1470,1,kgtP
2717452,2725811,-,8360,2,kgtP:yfiF
2726027,2729184,-,3158,2,rrfG:rrlG
2724342,2729184,-,4843,3,rrlG:kgtP:rrfG
2726027,2731448,-,5422,4,rrfG:rrsG:rrlG:gltW
2731566,2734205,-,2640,2,clpB:ryfD
2731566,2734293,-,2728,2,clpB:ryfD
2731566,2735088,-,3523,4,ryfD:clpB:yfiH:rluD
2735959,2736929,+,971,1,bamD
2735959,2737541,+,1583,2,bamD:raiA
2731566,2736065,-,4500,4,yfiH:rluD:ryfD:clpB
2736070,2736929,+,860,1,bamD
2736070,2737541,+,1472,2,raiA:bamD
2736084,2736929,+,846,1,bamD
2736084,2737541,+,1458,2,raiA:bamD
2731566,2736272,-,4707,4,clpB:ryfD:rluD:yfiH
2731566,2736455,-,4890,4,ryfD:clpB:rluD:yfiH
2731566,2736974,-,5409,4,clpB:ryfD:rluD:yfiH
2737088,2737541,+,454,1,raiA
2737088,2737721,+,634,2,pheL:raiA
2737123,2737541,+,419,1,raiA
2737123,2737721,+,599,2,raiA:pheL
2737123,2738942,+,1820,3,raiA:pheL:pheA
2737579,2737721,+,143,1,pheL
2737579,2738942,+,1364,2,pheA:pheL
2738907,2740345,-,1439,2,aroF:tyrA
2738907,2741201,-,2295,2,tyrA:aroF
2744123,2746254,-,2132,4,trmD:rimM:rplS:rpsP
2744123,2747853,-,3731,5,rimM:rplS:rpsP:ffh:trmD
2747931,2750097,+,2167,2,ypjD:yfjD
2750708,2754000,+,3293,3,bamE:nadK:recN
2750061,2750746,-,686,1,grpE
2750765,2754000,+,3236,3,nadK:recN:bamE
2750061,2750840,-,780,1,grpE
2750061,2751082,-,1022,1,grpE
2751758,2754000,+,2243,2,recN:bamE
2753487,2754000,+,514,1,bamE
2753554,2754000,+,447,1,bamE
2753969,2754748,-,780,2,ratA:ratB
2754766,2755438,+,673,1,smpB
2754831,2755438,+,608,1,smpB
2754831,2756033,+,1203,2,ssrA:smpB
2753969,2755186,-,1218,2,ratA:ratB
2755585,2756033,+,449,1,ssrA
2756132,2757436,+,1305,1,intA
2761186,2761719,-,534,1,yfjK
2761186,2765312,-,4127,2,yfjL:yfjK
2765722,2767222,+,1501,2,rnlA:rnlB
2765893,2767222,+,1330,2,rnlB:rnlA
2766706,2767222,+,517,2,rnlB:rnlA
2767187,2767438,-,252,0,none
2767187,2767513,-,327,0,none
2767701,2768632,+,932,1,yfjP
2777834,2778137,+,304,1,psaA
2778109,2778895,-,787,1,ypjA
2790909,2796391,+,5483,5,gabP:gabD:lhgO:gabT:csiR
2795624,2796391,+,768,2,gabP:csiR
2796239,2796813,-,575,1,ygaU
2796239,2797076,-,838,2,yqaE:ygaU
2796239,2797085,-,847,2,ygaU:yqaE
2797101,2798087,+,987,2,ygaV:ygaP
2797186,2798087,+,902,2,ygaV:ygaP
2798047,2798537,-,491,1,stpA
2798047,2798557,-,511,1,stpA
2798047,2798613,-,567,1,stpA
2799086,2799650,+,565,1,alaE
2799086,2800533,+,1448,2,alaE:ygaM
2799490,2800092,-,603,1,ygaC
2800120,2800533,+,414,1,ygaM
2799490,2800132,-,643,1,ygaC
2799490,2800600,-,1111,1,ygaC
2800655,2804606,+,3952,4,nrdI:nrdF:nrdH:nrdE
2799490,2800694,-,1205,1,ygaC
2804749,2808168,+,3420,3,proX:proV:proW
2804749,2807106,+,2358,2,proW:proV
2807073,2808168,+,1096,2,proW:proX
2809568,2811376,+,1809,3,mprA:ygaZ:ygaH
2809568,2814190,+,4623,5,ygaZ:ygaH:emrB:mprA:emrA
2810746,2811376,+,631,1,mprA
2810746,2814190,+,3445,3,mprA:emrB:emrA
2813114,2814190,+,1077,1,emrB
2813650,2814190,+,541,1,emrB
2814159,2814787,-,629,1,luxS
2814159,2815066,-,908,2,luxS:gshA
2814159,2816663,-,2505,3,yqaA:gshA:luxS
2814159,2816753,-,2595,3,gshA:luxS:yqaA
2814159,2816874,-,2716,3,yqaA:gshA:luxS
2814159,2817528,-,3370,4,yqaB:luxS:gshA:yqaA
2817783,2818700,-,918,5,argY:argQ:serV:argZ:argV
2818924,2819273,-,350,1,csrA
2818924,2819686,-,763,2,csrA:alaS
2818924,2822090,-,3167,2,csrA:alaS
2822663,2823818,-,1156,1,recA
2822663,2824373,-,1711,2,pncC:recA
2822663,2824393,-,1731,2,recA:pncC
2822663,2825607,-,2945,3,mltB:recA:pncC
2824455,2825607,-,1153,1,mltB
2825790,2828590,+,2801,4,srlD:srlA:srlE:srlB
2825790,2830827,+,5038,7,srlB:srlE:srlA:srlR:srlD:srlM:srlQ
2828960,2830827,+,1868,3,srlM:srlQ:srlR
2838210,2839288,-,1079,1,ascG
2841527,2842507,+,981,1,ascB
2841547,2842507,+,961,1,ascB
2842082,2842507,+,426,1,ascB
2842417,2843102,-,686,2,hycI:hycH
2842417,2843800,-,1384,3,hycG:hycI:hycH
2850838,2854326,+,3489,5,hypA:hypE:hypC:hypD:hypB
2852674,2854326,+,1653,2,hypE:hypD
2852777,2854326,+,1550,2,hypD:hypE
2853472,2854326,+,855,1,hypE
2853688,2854326,+,639,1,hypE
2853810,2854326,+,517,1,hypE
2856419,2856828,-,410,1,ygbA
2857023,2859757,+,2735,1,mutS
2860411,2861256,-,846,1,ygbI
2860411,2861312,-,902,1,ygbI
2866471,2868117,-,1647,2,rpoS:nlpD
2866509,2868117,-,1609,2,nlpD:rpoS
2866471,2868283,-,1813,2,rpoS:nlpD
2866509,2868283,-,1775,2,rpoS:nlpD
2866471,2870686,-,4216,5,umpG:rpoS:truD:nlpD:pcm
2866509,2870686,-,4178,5,pcm:nlpD:truD:rpoS:umpG
2866509,2872900,-,6392,8,rpoS:ispD:umpG:truD:nlpD:ftsB:ispF:pcm
2887525,2891963,-,4439,3,cysI:cysH:cysJ
2892189,2892744,+,556,2,queD:ygcN
2904074,2904406,-,333,0,none
2904074,2904461,-,388,0,none
2904686,2905442,-,757,1,queE
2904074,2905442,-,1369,1,queE
2906591,2908438,-,1848,2,eno:pyrG
2906591,2909713,-,3123,2,eno:pyrG
2906591,2910110,-,3520,3,mazG:pyrG:eno
2906591,2911368,-,4778,5,mazE:pyrG:eno:mazG:mazF
2918004,2918431,-,428,1,gudD
2918004,2919038,-,1035,1,gudD
2918004,2919050,-,1047,1,gudD
2918004,2919259,-,1256,1,gudD
2918004,2920873,-,2870,3,gudP:gudD:gudX
2922421,2923013,-,593,2,yqcA:truC
2922421,2924137,-,1717,3,yqcC:truC:yqcA
2922421,2924524,-,2104,4,truC:yqcA:yqcC:csrB
2924160,2924524,-,365,1,csrB
2924160,2924620,-,461,1,csrB
2924160,2925313,-,1154,2,csrB:syd
2924677,2925313,-,637,1,syd
2925317,2927708,+,2392,2,ygdH:queF
2926271,2927708,+,1438,1,ygdH
2927935,2929550,+,1616,1,sdaC
2927935,2930978,+,3044,2,sdaB:sdaC
2928102,2929550,+,1449,1,sdaC
2928102,2930978,+,2877,2,sdaC:sdaB
2929694,2930978,+,1285,1,sdaB
2931813,2933223,-,1411,2,fucA:fucO
2938512,2939347,+,836,2,fucU:fucK
2938512,2940142,+,1631,3,fucR:fucU:fucK
2938717,2939347,+,631,2,fucU:fucK
2938717,2940142,+,1426,3,fucR:fucK:fucU
2939320,2940142,+,823,1,fucR
2940106,2940782,-,677,1,rlmM
2940106,2941718,-,1613,3,ygdD:rlmM:gcvA
2940106,2941995,-,1890,3,gcvA:rlmM:ygdD
2942219,2942898,+,680,1,gcvB
2940106,2942639,-,2534,3,rlmM:gcvA:ygdD
2942695,2942898,+,204,1,gcvB
2942695,2945033,+,2339,3,gcvB:csdA:csdE
2943207,2945033,+,1827,2,csdE:csdA
2942869,2943213,-,345,1,ygdI
2943318,2945033,+,1716,2,csdE:csdA
2942869,2943452,-,584,1,ygdI
2944482,2945033,+,552,2,csdE:csdA
2944991,2946660,-,1670,2,tcdA:mltA
2945856,2946660,-,805,1,mltA
2942869,2946660,-,3792,3,mltA:ygdI:tcdA
2947208,2947715,+,508,3,metW:metZ:metV
2944991,2947208,-,2218,2,tcdA:mltA
2945856,2947208,-,1353,1,mltA
2942869,2947208,-,4340,3,tcdA:ygdI:mltA
2945856,2947261,-,1406,1,mltA
2947381,2947715,+,335,3,metW:metZ:metV
2942869,2949063,-,6195,4,tcdA:amiC:ygdI:mltA
2944991,2949063,-,4073,3,tcdA:amiC:mltA
2945856,2949063,-,3208,2,mltA:amiC
2949210,2950631,+,1422,1,argA
2949384,2950631,+,1248,1,argA
2950175,2950631,+,457,1,argA
2950391,2956201,-,5811,3,recB:ptrA:recD
2950580,2956201,-,5622,3,recD:ptrA:recB
2950391,2959461,-,9071,4,ptrA:recD:recC:recB
2950580,2959461,-,8882,4,recB:recC:recD:ptrA
2964312,2966116,-,1805,2,thyA:lgt
2964312,2969005,-,4694,4,rppH:ptsP:thyA:lgt
2969493,2971169,+,1677,2,mutH:ygdQ
2969615,2971169,+,1555,2,ygdQ:mutH
2970393,2971169,+,777,1,ygdQ
2970393,2971521,+,1129,2,ygdR:ygdQ
2971237,2971521,+,285,1,ygdR
2971237,2972706,+,1470,2,tas:ygdR
2971251,2972706,+,1456,2,tas:ygdR
2971251,2971521,+,271,1,ygdR
2971564,2972706,+,1143,1,tas
2972637,2973172,-,536,1,lplT
2972637,2974560,-,1924,2,lplT:aas
2972637,2976050,-,3414,2,lplT:aas
2976101,2976189,-,89,1,omrA
2976101,2976385,-,285,2,omrA:omrB
2976568,2977708,+,1141,1,galR
2979747,2980708,-,962,1,ygeA
2979747,2981729,-,1983,2,araE:ygeA
2980724,2981729,-,1006,1,araE
2979747,2981969,-,2223,2,ygeA:araE
2980724,2981969,-,1246,1,araE
2982450,2983246,-,797,1,kduD
2982450,2983254,-,805,1,kduD
2982450,2983354,-,905,2,kduI:kduD
2982450,2984195,-,1746,2,kduI:kduD
2985811,2987126,+,1316,1,yqeG
2987510,2988237,+,728,1,yqeH
3003970,3004673,-,704,1,ygeV
3003970,3005847,-,1878,1,ygeV
3011721,3012610,+,890,1,yqeA
3011907,3012430,+,524,1,yqeA
3011907,3012610,+,704,1,yqeA
3011972,3012610,+,639,1,yqeA
3011972,3012430,+,459,1,yqeA
3012393,3014089,-,1697,1,yqeB
3012393,3015219,-,2827,2,yqeB:yqeC
3023280,3024216,+,937,1,xdhD
3028488,3029000,-,513,1,ygfS
3033612,3036325,-,2714,2,lysS:prfB
3033612,3039766,-,6155,5,dsbC:recJ:xerD:lysS:prfB
3036319,3039766,-,3448,3,xerD:recJ:dsbC
3033612,3039776,-,6165,5,xerD:recJ:dsbC:lysS:prfB
3036319,3039776,-,3458,3,xerD:dsbC:recJ
3039822,3040416,+,595,1,fldB
3033612,3039851,-,6240,5,prfB:dsbC:recJ:xerD:lysS
3033612,3040088,-,6477,5,prfB:xerD:dsbC:recJ:lysS
3036319,3040088,-,3770,3,recJ:dsbC:xerD
3033612,3041099,-,7488,7,sdhE:xerD:recJ:dsbC:lysS:cptA:prfB
3036319,3041099,-,4781,5,cptA:sdhE:xerD:dsbC:recJ
3041148,3042476,+,1329,1,ygfZ
3041281,3042476,+,1196,1,ygfZ
3043485,3045144,+,1660,1,bglA
3043638,3045144,+,1507,1,bglA
3045107,3046141,-,1035,1,ygfF
3045107,3050775,-,5669,4,gcvT:ygfF:gcvH:gcvP
3046122,3050775,-,4654,3,gcvT:gcvH:gcvP
3049096,3050775,-,1680,2,gcvH:gcvT
3047815,3050775,-,2961,3,gcvP:gcvH:gcvT
3055448,3056165,+,718,2,ssrS:zapA
3051042,3055472,-,4431,4,ygfB:pepP:ubiH:ubiI
3055489,3056165,+,677,2,zapA:ssrS
3055758,3056165,+,408,2,zapA:ssrS
3057127,3058455,-,1329,1,serA
3057127,3058548,-,1422,1,serA
3058637,3059353,-,717,1,rpiA
3057127,3059353,-,2227,2,serA:rpiA
3058637,3059458,-,822,1,rpiA
3067306,3068126,-,821,1,yggE
3067306,3068146,-,841,1,yggE
3067306,3068836,-,1531,2,yggE:argO
3067306,3069871,-,2566,3,mscS:argO:yggE
3068908,3069871,-,964,1,mscS
3067306,3069892,-,2587,3,mscS:argO:yggE
3068908,3069892,-,985,1,mscS
3070118,3072857,-,2740,3,fbaA:epd:pgk
3070118,3073724,-,3607,3,epd:fbaA:pgk
3070118,3073823,-,3706,3,pgk:epd:fbaA
3079601,3081714,-,2114,1,tktA
3081846,3082841,+,996,1,loiP
3082572,3083886,-,1315,1,speB
3083826,3085928,-,2103,2,speA:yqgB
3082572,3085928,-,3357,3,speB:speA:yqgB
3082572,3086409,-,3838,3,speB:yqgB:speA
3083826,3086409,-,2584,2,speA:yqgB
3086566,3087907,+,1342,1,metK
3086647,3087907,+,1261,1,metK
3088139,3089715,+,1577,1,galP
3088254,3089715,+,1462,1,galP
3091068,3092910,+,1843,2,rsmE:gshB
3091068,3094202,+,3135,4,yqgE:yqgF:gshB:rsmE
3091496,3092910,+,1415,2,gshB:rsmE
3091496,3094202,+,2707,4,gshB:rsmE:yqgE:yqgF
3092899,3094202,+,1304,2,yqgE:yqgF
3095060,3098535,+,3476,5,yggW:yggS:yggU:rdgB:yggT
3095662,3098535,+,2874,5,yggS:yggU:rdgB:yggT:yggW
3099648,3100751,-,1104,1,ansB
3099648,3100789,-,1142,1,ansB
3100859,3102389,-,1531,3,yggN:yggL:trmI
3101641,3102389,-,749,2,yggL:trmI
3099648,3102389,-,2742,4,yggN:yggL:trmI:ansB
3100859,3102886,-,2028,3,trmI:yggN:yggL
3101641,3102886,-,1246,2,trmI:yggL
3099648,3102886,-,3239,4,yggL:yggN:ansB:trmI
3102986,3104399,+,1414,2,yggX:mutY
3102986,3105550,+,2565,3,yggX:mltC:mutY
3100859,3103100,-,2242,3,trmI:yggN:yggL
3101641,3103100,-,1460,2,yggL:trmI
3103468,3104399,+,932,2,yggX:mutY
3103468,3105550,+,2083,3,mltC:yggX:mutY
3103797,3104399,+,603,2,mutY:yggX
3103797,3105550,+,1754,3,mutY:yggX:mltC
3103991,3104399,+,409,2,yggX:mutY
3103991,3105550,+,1560,3,mutY:mltC:yggX
3105519,3107013,+,1495,1,nupG
3105650,3107013,+,1364,1,nupG
3106978,3107811,-,834,1,speC
3109387,3110479,+,1093,2,yqgA:pheV
3109523,3110479,+,957,2,pheV:yqgA
3110450,3111261,-,812,1,yghD
3114463,3114798,-,336,1,yghJ
3114463,3117200,-,2738,1,yghJ
3114463,3119339,-,4877,1,yghJ
3121589,3124265,-,2677,3,glcG:glcB:glcF
3121589,3124808,-,3220,3,glcG:glcB:glcF
3121589,3125148,-,3560,3,glcB:glcF:glcG
3136607,3138610,-,2004,1,gss
3147861,3148973,+,1113,1,gpr
3148943,3149496,-,554,1,yqhA
3149635,3150582,+,948,1,yghA
3148943,3149697,-,755,1,yqhA
3150546,3152016,-,1471,2,exbB:exbD
3152207,3154263,+,2057,2,yghB:metC
3153528,3154263,+,736,1,yghB
3155302,3156604,+,1303,1,yqhD
3155302,3157493,+,2192,2,dkgA:yqhD
3156571,3157493,+,923,1,dkgA
3157452,3157735,-,284,0,none
3157452,3158060,-,609,0,none
3157452,3158574,-,1123,0,none
3161222,3162917,-,1696,2,plsC:ftsP
3161222,3163566,-,2345,2,ftsP:plsC
3163638,3164598,-,961,1,parC
3163638,3164981,-,1344,1,parC
3163638,3166021,-,2384,1,parC
3161222,3166021,-,4800,3,ftsP:plsC:parC
3163638,3167746,-,4109,2,ygiS:parC
3167720,3168562,-,843,2,mqsR:mqsA
3167720,3169709,-,1990,4,mqsA:ygiW:ygiV:mqsR
3168684,3169709,-,1026,2,ygiW:ygiV
3169249,3169709,-,461,1,ygiW
3169249,3169751,-,503,1,ygiW
3168684,3169751,-,1068,2,ygiW:ygiV
3169800,3171878,+,2079,2,qseC:qseB
3172429,3173495,+,1067,2,ygiN:mdaB
3172504,3173495,+,992,2,ygiN:mdaB
3173077,3173495,+,419,2,mdaB:ygiN
3173119,3173495,+,377,1,ygiN
3173464,3174907,-,1444,1,parE
3173464,3175645,-,2182,2,parE:yqiA
3173464,3176965,-,3502,4,yqiA:parE:yqiB:cpdA
3173464,3177028,-,3565,4,parE:yqiB:cpdA:yqiA
3173464,3177106,-,3643,4,yqiB:cpdA:parE:yqiA
3173464,3177710,-,4247,5,parE:nudF:yqiB:cpdA:yqiA
3177865,3179627,+,1763,1,tolC
3178000,3179627,+,1628,1,tolC
3178000,3181617,+,3618,3,ygiC:tolC:ygiB
3178064,3179627,+,1564,1,tolC
3178064,3181617,+,3554,3,ygiB:ygiC:tolC
3178064,3181259,+,3196,3,tolC:ygiC:ygiB
3179717,3181617,+,1901,2,ygiC:ygiB
3179717,3181259,+,1543,2,ygiB:ygiC
3181584,3182399,-,816,1,ygiD
3182423,3183366,+,944,1,zupT
3183328,3184718,-,1391,1,ribB
3183747,3184718,-,972,1,ribB
3184797,3185189,+,393,1,yqiC
3184812,3185189,+,378,1,yqiC
3191712,3191989,-,278,1,glgS
3191712,3192003,-,292,1,glgS
3191712,3192339,-,628,1,glgS
3191712,3192357,-,646,1,glgS
3194720,3194865,-,146,1,sibD
3194720,3195240,-,521,2,sibE:sibD
3195097,3195240,-,144,1,sibE
3194720,3196780,-,2061,3,sibE:sibD:hldE
3195097,3196780,-,1684,2,sibE:hldE
3195097,3197036,-,1940,3,sibE:hldE:glnE
3195097,3201032,-,5936,4,ygiF:glnE:hldE:sibE
3201041,3203272,+,2232,2,cca:ygiM
3201179,3203272,+,2094,2,cca:ygiM
3201864,3203272,+,1409,1,cca
3203138,3204183,-,1046,1,bacA
3203138,3204421,-,1284,2,bacA:folB
3203138,3204636,-,1499,2,folB:bacA
3209490,3210566,-,1077,1,tsaD
3210645,3211075,+,431,1,rpsU
3210645,3214968,+,4324,3,rpoD:dnaG:rpsU
3210715,3211075,+,361,1,rpsU
3210715,3214968,+,4254,3,dnaG:rpoD:rpsU
3211907,3214968,+,3062,2,dnaG:rpoD
3212687,3214968,+,2282,2,dnaG:rpoD
3214890,3215496,-,607,1,mug
3214890,3215626,-,737,1,mug
3214890,3216537,-,1648,2,mug:yqjH
3215678,3216537,-,860,1,yqjH
3216608,3217604,+,997,1,yqjI
3216752,3217604,+,853,1,yqjI
3219458,3220915,+,1458,1,patA
3220875,3221273,-,399,1,ygjH
3221369,3222495,+,1127,1,ebgR
3221436,3222495,+,1060,1,ebgR
3233690,3234173,-,484,2,higB:higA
3233690,3234480,-,791,2,higB:higA
3237281,3238560,+,1280,1,ygjR
3237579,3238560,+,982,1,ygjR
3238373,3239705,+,1333,1,alx
3239862,3241227,+,1366,1,sstT
3241769,3244788,-,3020,2,uxaA:uxaC
3245003,3246577,+,1575,1,exuT
3245127,3246577,+,1451,1,exuT
3245836,3246577,+,742,1,exuT
3246607,3247467,+,861,1,exuR
3246607,3248615,+,2009,3,mzrA:yqjA:exuR
3246607,3250409,+,3803,7,yqjD:mzrA:yqjK:yqjC:yqjE:exuR:yqjA
3246623,3247467,+,845,1,exuR
3246623,3248615,+,1993,3,exuR:yqjA:mzrA
3246623,3250409,+,3787,7,exuR:yqjE:yqjC:yqjA:yqjK:mzrA:yqjD
3247548,3248615,+,1068,2,mzrA:yqjA
3247548,3250409,+,2862,6,yqjK:yqjD:mzrA:yqjA:yqjC:yqjE
3247604,3248615,+,1012,2,yqjA:mzrA
3247604,3250409,+,2806,6,yqjA:yqjC:yqjE:yqjD:mzrA:yqjK
3248781,3250409,+,1629,5,yqjE:yqjC:yqjK:mzrA:yqjD
3248887,3250409,+,1523,4,yqjD:yqjK:yqjC:yqjE
3248887,3251006,+,2120,5,yqjC:yqjF:yqjE:yqjK:yqjD
3250482,3251006,+,525,1,yqjF
3252262,3252709,+,448,1,yhaH
3252262,3253301,+,1040,2,yhaI:yhaH
3253272,3254242,-,971,1,yhaJ
3253272,3254279,-,1008,1,yhaJ
3254296,3255323,+,1028,2,yhaL:yhaK
3254393,3255323,+,931,2,yhaL:yhaK
3253272,3254501,-,1230,1,yhaJ
3255015,3255323,+,309,2,yhaK:yhaL
3255212,3256645,-,1434,1,yhaM
3255212,3258106,-,2895,2,yhaO:yhaM
3269989,3270592,-,604,1,rnpB
3270066,3270592,-,527,1,rnpB
3270179,3270592,-,414,1,rnpB
3270217,3270592,-,376,1,rnpB
3270066,3270816,-,751,2,garK:rnpB
3270179,3270816,-,638,2,rnpB:garK
3270217,3270816,-,600,2,rnpB:garK
3269989,3270816,-,828,2,garK:rnpB
3270179,3272304,-,2126,3,rnpB:garR:garK
3270217,3272304,-,2088,3,rnpB:garK:garR
3270179,3272791,-,2613,4,garL:garK:garR:rnpB
3270217,3272791,-,2575,4,rnpB:garK:garR:garL
3270217,3274998,-,4782,5,rnpB:garP:garK:garR:garL
3275206,3276904,+,1699,1,garD
3275234,3276904,+,1671,1,garD
3275486,3276904,+,1419,1,garD
3275750,3276904,+,1155,1,garD
3276939,3277853,+,915,2,yhaV:prlF
3276972,3277853,+,882,2,prlF:yhaV
3278865,3281676,+,2812,2,agaV:kbaZ
3280943,3281676,+,734,0,none
3281141,3281676,+,536,0,none
